template_id,year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
121,2025,8,WN,Southwest Airlines Co.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",2178,373,99.93530641831454,2.2056401019817398,36.630792873961134,1.573287387702221,232.65444750891035,23,1,17031,5179,930,4325,36,6561
122,2025,12,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1475,450,152.29070142296072,4.462579822031185,139.45219020823575,3.518394730367817,150.2751565532907,22,3,27936,8553,1527,6919,51,10886
123,2025,12,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",2599,684,124.81341431037677,12.725546660405133,311.89795555466924,0.11599489080963801,234.44595803467382,44,2,38902,11909,2127,9635,72,15159
124,2025,4,HA,Hawaiian Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",2321,208,114.69352809972094,6.351719545751887,6.228327964885746,0.5438150137771689,80.18513231076659,19,1,9868,3068,451,2578,17,3754
125,2025,2,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",2364,550,147.8747942310125,7.858244669274967,145.8989230560027,0.8255192093698547,247.54101193942472,104,4,38660,11808,2365,10233,61,14193
126,2025,10,WN,Southwest Airlines Co.,OAK,"Oakland, CA: Metropolitan Oakland International",3366,563,146.58651656498512,3.6395358457182367,86.66907463374682,2.8429172646533893,323.2619690860985,44,2,23281,7352,911,6454,37,8527
127,2025,11,EV,ExpressJet Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1307,229,67.33113473671733,0.7863611593562022,56.59866133480436,0.05840104459073018,104.22547040598177,23,5,17084,5447,703,4696,35,6203
128,2025,7,DH,Atlantic Coast Airlines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",3152,652,64.23706622091798,32.19391598403171,134.36642990167545,0.20834024891205657,420.998888861965,110,8,36892,10844,2103,9246,52,14647
129,2025,10,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",5322,688,187.81906151020655,10.162968514748709,254.4335216379567,0.29152291629145216,235.29346470094353,41,6,37824,11944,1480,10485,60,13855
130,2025,4,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",4307,718,199.94811422741887,18.269116856586052,164.55390571939535,2.578181580236023,332.65040528019836,205,9,33725,10479,1544,8811,60,12831
131,2025,10,XE,ExpressJet Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1379,230,43.629055706027124,3.225968418040098,82.51705126957488,1.1013781747850147,99.52150075374992,13,2,11073,3498,433,3069,17,4056
132,2025,1,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",2438,497,111.9209930160217,11.882968925192326,252.2529970837038,0.17099159649260867,120.7715479561619,105,3,33798,10649,2121,8753,55,12220
133,2025,9,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2714,254,74.1400480519261,12.13065167533999,75.27042775855432,0.09943571775160012,92.35739115678012,19,3,17169,5549,788,4790,33,6009
134,2025,12,XE,ExpressJet Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",7492,1825,272.55847177080716,96.66995315747377,836.1960212446219,5.973903821174066,613.598422917857,170,31,106695,32658,5834,26427,198,41578
135,2025,5,US,US Airways Inc.,BOS,"Boston, MA: Logan International",1667,350,71.53766441617886,5.742361005771207,179.01920401427256,0.29571030360829265,93.40658933782659,32,1,16838,4988,894,4551,22,6383
136,2025,1,AA,American Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",1421,245,75.98900041518579,10.36410499354542,86.39108509316415,0.640801473796256,71.61398879375342,45,3,16100,5074,1010,4169,26,5821
137,2025,5,9E,Pinnacle Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",2090,291,79.93384665199306,13.836480099140458,96.08671342470527,1.0256255959756266,100.11932709248391,23,6,16409,4861,871,4435,21,6221
138,2025,3,WN,Southwest Airlines Co.,SAT,"San Antonio, TX: San Antonio International",1334,252,86.02325840851222,3.643326219900322,36.54783472331229,0.6763649389045199,125.10821357915353,26,2,11408,3568,488,2943,19,4390
139,2025,8,YX,Republic Airline,DCA,"Washington, DC: Ronald Reagan Washington National",2158,374,74.2790048133528,16.222903024046886,150.01889915892525,0.8131092416736838,132.66847082187647,60,6,26943,8191,1472,6843,57,10380
140,2025,3,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1916,362,99.0460199231616,7.737211012106442,183.4751144910124,0.17535188342546681,71.56681745893782,39,2,18666,5835,799,4816,32,7184
141,2025,10,OH,Comair Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",5679,838,344.55058020500945,208.04092267554515,239.37510401078842,2.328948256256344,43.69888146867999,82,8,41148,12993,1610,11407,66,15072
142,2025,3,DL,Delta Air Lines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",1331,181,50.14389258540501,3.7356163106741462,69.99141230163096,0.24076443939414494,56.887785964440475,25,2,9161,2866,392,2363,15,3525
143,2025,12,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",4500,1050,313.2472723842816,23.379513835213732,239.56533443416268,6.516805860121567,467.28923335920115,51,4,50699,15519,2772,12557,94,19757
144,2025,3,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1945,229,64.70454483035297,5.98739804633671,65.4394075772294,0.14954555540185885,92.7220618264589,50,2,16407,5130,702,4233,28,6314
145,2025,5,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",4359,847,229.20710900887457,32.252778212188915,216.09397769336357,2.202494579916766,367.2465210962948,36,17,42931,12713,2281,11605,56,16276
146,2025,11,NW,Northwest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",7315,1171,282.2262325504948,38.04366355877809,549.736087245183,2.958010065037876,298.03603952530017,54,7,55001,17531,2265,15118,115,19972
147,2025,6,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6431,1556,329.4513944810389,37.432995606549916,692.0147659513073,0.7077808752913878,496.39254433445035,130,26,111168,31843,6530,28666,177,43952
148,2025,8,YX,Republic Airline,LGA,"New York, NY: LaGuardia",1866,359,80.49342826080674,14.471098216985535,159.675826609673,0.3333467411086403,104.0285326681771,62,9,26680,8111,1458,6776,56,10279
149,2025,3,UA,United Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",3007,448,140.8402564862919,11.02954610042614,151.06761643192425,0.22335239227006917,144.839759324437,83,5,25956,8112,1112,6697,45,9990
150,2025,7,EV,ExpressJet Airlines Inc.,DEN,"Denver, CO: Denver International",1432,341,64.41162347842166,6.919634132370922,91.99776846093528,0.09440833445300165,177.57452787598032,28,7,23501,6908,1340,5890,33,9330
151,2025,11,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4957,714,196.52422609825453,8.755470636536437,144.67669624456673,3.6595559913849924,360.3861503231047,42,4,31281,9971,1288,8598,65,11359
152,2025,10,RU,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",4764,1188,78.61234242383996,15.268725121764486,867.513133989447,1.7814725238655424,224.8215655550759,114,13,82268,25975,3220,22806,132,30135
153,2025,8,WN,Southwest Airlines Co.,BUR,"Burbank, CA: Bob Hope",1502,264,83.03498100008011,2.3380002460429887,24.014071424717134,1.363249592267911,153.24865561144622,25,1,12282,3735,671,3119,26,4731
154,2025,12,VX,Virgin America,SFO,"San Francisco, CA: San Francisco International",1631,423,65.96849679116359,42.6699835352658,214.13604330503844,1.9585868337830257,98.26985030244677,24,15,33313,10199,1821,8251,61,12981
155,2025,5,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",5257,894,209.8823120535172,13.475299179680885,224.37669992957535,1.550210474435918,444.71684923725155,44,9,59512,17624,3162,16087,77,22562
156,2025,12,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",5345,1328,165.28706713517212,12.553290030183682,596.6817102163035,0.048641478505943705,553.4284868116042,70,5,70990,21730,3882,17583,131,27664
157,2025,10,EV,ExpressJet Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1620,230,67.86529454910354,1.5447235162410609,58.856159272759555,0.15100700564973327,101.58420372627353,18,2,15210,4804,595,4216,24,5571
158,2025,2,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1392,284,57.93555078335813,7.5114127737582495,151.0406964920495,1.3256239732182673,66.19241705104389,31,5,18698,5712,1144,4949,29,6864
159,2025,3,XE,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",1405,283,52.177479448757154,4.129205147592568,116.35965081796965,0.41560205539817235,109.91641067749009,45,3,20115,6287,861,5190,35,7742
160,2025,1,EV,ExpressJet Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",4947,884,163.9491238005467,31.243418583167387,309.2243625577735,0.1380415434580327,379.4475367663567,191,22,61008,19220,3829,15800,100,22059
161,2025,4,HP,America West Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",2864,483,117.41982496779208,8.528231784976773,191.31158416528032,2.6026261097016095,163.13995825906605,55,3,22057,6854,1009,5763,39,8392
162,2025,3,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",3397,587,154.8576974005078,14.88948732680946,153.91676343023153,2.675636410860236,260.66301984418646,66,7,32203,10065,1379,8309,56,12394
163,2025,9,DH,Atlantic Coast Airlines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",2638,308,55.315365092992494,9.11418325330843,84.02845950625263,0.21736048919762935,159.329367785999,40,4,15336,4957,704,4278,29,5368
164,2025,12,DH,Atlantic Coast Airlines,ORD,"Chicago, IL: Chicago O'Hare International",4142,1383,179.92778605730365,15.47114210049775,1035.1481512883904,3.567415062687046,148.8922079461391,118,6,80635,24682,4409,19972,149,31423
165,2025,1,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3163,604,160.38647303847648,5.875693123402648,156.06834411712936,2.4363005760328793,279.232165366362,73,4,28675,9035,1799,7426,47,10368
166,2025,1,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5109,910,224.16807708410144,16.92771105003272,241.16200306730553,3.775160196310528,423.9644471043213,86,4,41837,13182,2625,10835,68,15127
167,2025,12,XE,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",3952,1386,100.64762075221954,19.23558490204628,940.5923495974179,2.6077729560837537,322.91669801812515,275,8,112467,34425,6150,27857,208,43827
168,2025,9,HP,America West Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",2660,366,109.31431110157406,5.589339267161071,127.75590817269938,2.204175817805299,121.13053500477855,42,3,17854,5770,820,4981,34,6249
169,2025,8,US,US Airways Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4007,560,174.82904107559733,14.450167967548136,207.86966417367722,5.331965254309625,157.5200020104391,40,10,28262,8592,1544,7178,60,10888
170,2025,4,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5006,1019,190.06687993144843,20.3579477170747,509.8727711468935,1.1999947538604048,297.5042284096598,158,13,66901,20786,3062,17479,120,25454
171,2025,3,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1387,272,86.83385182411385,8.618814552110523,97.209711949126,0.42196456495689255,78.91415883252543,64,3,14453,4518,619,3729,25,5562
172,2025,9,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",4392,568,163.72885624700734,13.507385355742835,145.46430393924578,1.82990073733159,243.47018856981202,30,8,25964,8391,1192,7243,50,9088
173,2025,5,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1585,419,78.94986352072671,15.329712452446365,226.58675052274916,0.48419311848688196,97.64800215637418,40,10,25741,7624,1367,6958,33,9759
174,2025,6,US,US Airways Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4122,678,206.78728742091872,19.152752108714836,272.24064382029,3.674927545137162,176.14751481729556,46,5,35307,10115,2073,9104,56,13959
175,2025,2,9E,Pinnacle Airlines Inc.,MEM,"Memphis, TN: Memphis International",2711,554,120.89552746098626,15.316631233993984,203.76038817537457,0.6355294895763842,213.3882928569444,111,6,32774,10010,2005,8675,52,12032
176,2025,3,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",1858,322,51.43795116528507,11.50136404064612,163.98674735354257,0.3406424505290621,94.73106276268045,105,7,24195,7562,1036,6243,42,9312
177,2025,9,XE,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",3854,813,71.2193539213184,7.726465092252414,549.4797747092409,0.7537655839309876,183.8206838906154,83,13,58217,18812,2674,16242,112,20377
178,2025,6,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",3276,815,139.47005709855787,9.163594155476845,349.65803213856964,1.234874352975863,315.47189567951756,84,3,55777,15977,3276,14383,89,22052
179,2025,4,YV,Mesa Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",1501,266,79.0575920468135,8.343240440911712,59.346218141428466,0.5954557602680859,118.6571482617993,53,3,18359,5705,840,4796,33,6985
180,2025,11,MQ,American Eagle Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",6895,951,168.0181959660891,34.22061568590472,293.6580652332455,0.902588960410073,454.2041580655735,123,17,55108,17565,2269,15148,115,20011
181,2025,3,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",2093,448,84.33484261207914,13.629587669705522,250.8898980680735,0.4494512535579089,98.69673158609916,92,10,27004,8441,1156,6967,47,10393
182,2025,5,WN,Southwest Airlines Co.,BUR,"Burbank, CA: Bob Hope",1446,237,73.70043180852312,0.7007660988662369,24.629909769140223,1.0908943419977937,136.87850163940496,21,1,10273,3044,545,2777,13,3894
183,2025,2,US,US Airways Inc.,PHL,"Philadelphia, PA: Philadelphia International",3806,813,171.11078020726634,17.579780786323234,387.5336130506533,0.9906067774435559,235.7868642942033,134,13,44522,13597,2724,11785,71,16345
184,2025,1,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1764,325,92.41151772688404,16.115443402784212,157.64549415137287,0.17866098691334117,58.648382375041855,18,3,17781,5602,1116,4605,29,6429
185,2025,11,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",3960,537,186.9747640311289,24.650809750855405,122.91605949044637,1.8158256430488915,200.64464109248271,56,4,36206,11541,1491,9952,75,13147
186,2025,7,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",3679,830,163.27291445491076,19.766667722635304,304.3887284658369,0.8347106718311696,341.73424806707976,104,9,66001,19399,3763,16542,93,26204
187,2025,8,YV,Mesa Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",1689,370,113.90547072557632,15.372421708045277,120.4879643185158,1.7468550863079035,118.48614327538525,54,7,28286,8599,1546,7184,60,10897
188,2025,4,AA,American Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",1401,242,68.37971753627515,6.594155481681174,90.93624696899923,0.5408018981159742,75.5493430574439,59,2,15761,4898,721,4118,28,5996
189,2025,9,OO,SkyWest Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",4954,432,159.6003759394519,20.12078153907154,88.58695936195859,3.6492725577173117,160.04315830786936,32,3,22716,7342,1043,6337,43,7951
190,2025,11,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",4041,581,158.35550033958452,6.781447149298322,109.22831273252035,1.5992841685229866,305.0370286210339,42,6,25926,8265,1067,7126,54,9414
191,2025,5,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",1294,250,83.58433876130388,3.5912997298695535,31.006144660146802,0.688527855572397,131.13017987718078,8,1,11350,3362,603,3068,14,4303
192,2025,8,AQ,Aloha Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",1786,233,71.5841784445117,6.0105192595560455,54.77569435230935,1.2080881016069325,99.42146861944676,22,3,12406,3772,678,3151,26,4779
193,2025,11,QX,Horizon Air,SEA,"Seattle, WA: Seattle/Tacoma International",2304,327,87.47569160092446,11.381063546153417,118.05142728113009,0.3546107567690176,109.73738096860025,17,4,17283,5510,711,4750,36,6276
194,2025,11,RU,ExpressJet Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",3760,651,73.5709830152406,6.870163691064777,302.75443131071376,2.3924001267412516,265.412090918142,28,5,30131,9604,1241,8282,63,10941
195,2025,8,OH,PSA Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",1384,282,65.09743291664653,15.050668516246706,88.81905540373963,0.9084556196896388,112.1243731166587,36,3,22414,6815,1225,5692,47,8635
196,2025,2,EV,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",2979,722,122.21946549861138,19.24832006858789,291.5557804323904,0.05208080117614388,288.92555334382064,197,7,53936,16472,3300,14277,86,19801
197,2025,8,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",3332,439,151.06856618265033,12.444814509193721,141.5621017430867,0.9523577588565197,132.97215611697652,17,5,26092,7932,1426,6627,55,10052
198,2025,3,MQ,American Eagle Airlines Inc.,LGA,"New York, NY: LaGuardia",1417,359,45.58365362451606,7.26925410365802,206.70335297482757,0.12481229724324384,99.31653584359675,62,4,23094,7219,989,5958,40,8888
199,2025,7,AQ,Aloha Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",1816,279,82.07863086115479,6.372215197581768,43.23904980254448,2.9885084662580517,144.32170164022202,25,3,13332,3920,760,3341,18,5293
200,2025,4,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",5456,875,209.38332221032675,11.108725721190543,215.81383603046706,1.2165001439656502,437.47834968138227,67,10,60002,18641,2747,15677,108,22829
201,2025,8,WN,Southwest Airlines Co.,AUS,"Austin, TX: Austin - Bergstrom International",1591,313,106.22756410316003,7.030967669222149,46.42404965878245,0.9144259399101917,152.4029891143296,15,2,15659,4761,855,3977,33,6033
202,2025,5,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",1353,241,63.735701570348176,7.684876661906095,76.81572290758761,0.7882458868688272,91.97470796416033,20,2,13279,3934,705,3589,17,5034
